Category,Language,Business Name,Phone #,Phone # 2,Website,Site Rating,Reviews,Rating,Owner First Name,Owner Last Name,Owners Cel #,Owners Phone #,Personal Email,Business Email,Owner Social Media,Owner Social Media 2,Instagram,Facebook,Linkedin,Business Address,City,County,State,Google Link,Plus Code,Source,LinkedIn
Tile contractor,,High Quality Tile,(978) 310-9916,,highqualitytileinc.com,,44,5.0,,,,,,,,,https://www.instagram.com/highqualitytile/,https://www.facebook.com/highqualitytileinc,,"32 Lamper Hill Rd, Cherry Valley, MA 01611",Cherry Valley,WORCESTER,MA,,"64FV+VJ Cherry Valley, Leicester, MA",Google Maps,
Tile store,American,Ann Sacks,(617) 737-2300,,annsacks.com,,,5.0,GARY,P. LERCH,,,,,,,,https://www.facebook.com/boston.annsacks/,,"21 Drydock Ave, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV9+PF Boston, Massachusetts",Google Maps,
Tile contractor,Spanish,JS TILES,(857) 236-7503,,,,4,5.0,JOSE,SOUZA,,,,,,,,,,"648 Adams St, Boston, MA 02122",Boston,SUFFOLK,MA,,"7WQW+44 Boston, Massachusetts",Google Maps,
Flooring store,,Elm Park Flooring,(978) 372-0050,,elmparkflooring.com,,33,5.0,,,,,,,,,,,,"19 Elm Park, Groveland, MA 01834",Groveland,ESSEX,MA,,"QX69+R4 Groveland, Massachusetts",Google Maps,
Tile store,American,Ann Sacks,(617) 737-2300,,annsacks.com,,,5.0,MICHELLE,A. SCHULTZ,,,,,,,,https://www.facebook.com/boston.annsacks/,,"21 Drydock Ave, Boston, MA 02210",Boston,SUFFOLK,MA,,"8XV9+PF Boston, Massachusetts",Google Maps,
Flooring contractor,,S & R Carpet & Floors,(978) 540-8540,,sandrfloors.com,,127,5.0,,,,,,,,,,https://www.facebook.com/p/SR-Carpet-and-Floors-100040196696020/,,"434 Littleton Rd, Westford, MA 01886",Westford,MIDDLESEX,MA,,"GGXP+X9 Westford, Massachusetts",Google Maps,
Tile contractor,,"Blue Eagle Tile Co,",(978) 942-1500,,blueeagleco.com,,9,5.0,,,,,,,,,https://www.instagram.com/blueeagletile_/,https://www.facebook.com/blueeagletiles/,,"135 Ward St, Revere, MA 02151",Revere,SUFFOLK,MA,,"CXGV+57 Revere, Massachusetts",Google Maps,
Carpenter,,"Interior painting, carpentry, ceramic tile, hardwood floor. Boston MA",(781) 635-7373,,mgroblesinc.com,,,,,,,,,,,,,https://m.facebook.com/100063737283198,,"67 Linwood Rd, Lynn, MA 01905",Lynn,ESSEX,MA,,"F2CJ+G7 Lynn, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,The Handyman of Cape Cod,(774) 208-3395,,,,2,5.0,,,,,,,,,,,,"18 Kimberly Way, Cotuit, MA 02635",Cotuit,BARNSTABLE,MA,,"MH45+93 Cotuit, Barnstable, MA",Google Maps,
Grocery store,,Hannaford,(978) 249-7955,,stores.hannaford.com,,654,4.2,,,,,,,,,,https://www.facebook.com/2323570031249790,,"150 New Athol Rd, Athol, MA 01331",Athol,WORCESTER,MA,,"HPJP+JR Athol, Massachusetts",Google Maps,
Handyman/Handywoman/Handyperson,,Just Call Lamboy,(413) 522-3583,,justcalllamboy.com,,,,,,,,,,,,,,,"47 Mountain View Dr, Charlemont, MA 01339",Charlemont,FRANKLIN,MA,,"M465+26 Charlemont, Massachusetts",Google Maps,
Tile contractor,,Zarzour Tile,(978) 975-2728,,,,,5.0,,,,,,,,,,,,"1 Clementi Ln, Methuen, MA 01844",Methuen,ESSEX,MA,,"PVRF+8X Methuen, Massachusetts",Google Maps,
Home improvement store,,Prosource of Springfield-MA,(413) 213-2906,,prosourcewholesale.com,,32,4.8,,,,,,,,,,,,"149 Carando Dr, Springfield, MA 01104",Springfield,HAMPDEN,MA,,"4FW8+8X Springfield, Massachusetts",Google Maps,
Tile contractor,,Eastern Tile &,(617) 943-8704,,godaddysites.com,,,,,,,,,,,,https://www.instagram.com/easttileco/,,,"8 Charles St, Dorchester, MA 02122",Boston,SUFFOLK,MA,,"8W2Q+5J Dorchester, Boston, MA",Google Maps,
Flooring store,,Floor Source,(508) 721-7777,,floorsourceonline.com,,,5.0,,,,,,,,,https://www.instagram.com/floorsourceonline/,https://www.facebook.com/floorsourceonline/,,"65 West St, Auburn, MA 01501",Auburn,WORCESTER,MA,,"54PJ+82 Auburn, Massachusetts",Google Maps,
Flooring contractor,,The Tile Girl Flooring,(774) 255-7410,,thetilegirlflooring.com,,8,5.0,,,,,,,,,https://www.instagram.com/thetilegirlflooring,https://www.facebook.com/109614035293426,,"125A Faunce Corner Rd, North Dartmouth, MA 02747",North Dartmouth,BRISTOL,MA,,"J2X7+P4 North Dartmouth, Dartmouth, MA",Google Maps,
General contractor,,Andrade Remodeling,(774) 381-1957,,,,6,4.8,,,,,,,,,,,,"20 Holbrook Ave, Brockton, MA 02301",Brockton,PLYMOUTH,MA,,"4X2G+5F Brockton, Massachusetts",Google Maps,
Wood floor installation service,,Martins Floor Covering,(413) 568-4460,,martinsfloorcovering.com,,21,4.4,,,,,,,,,https://www.instagram.com/MartinsfloorUS,https://www.facebook.com/132013723488529,https://www.linkedin.com/company/martin-s-floor-covering-inc,"501 Southampton Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"574F+PJ Westfield, Massachusetts",Google Maps,
Tile contractor,Portuguese,Ranierry Tile installation,(781) 299-4598,,ranierrytile.com,,32,5.0,DAIVIDSON,SOARES ALVES,,,,,,,https://instagram.com/ranierry_tile_,https://www.facebook.com/ranierrytileMa,,"3 Avalon Ave, Quincy, MA 02169",Quincy,NORFOLK,MA,,"62XF+6X Quincy, Massachusetts",Google Maps,
Tile contractor,,Vigorito Tile,(781) 438-4391,,,,,,,,,,,,,,,,,"14 Nixon Ln, Stoneham, MA 02180",Stoneham,MIDDLESEX,MA,,"FWV2+WP Stoneham, Massachusetts",Google Maps,
Carpet cleaning service,,Professional Carpet Care,(413) 642-4647,,,,6,3.7,,,,,,,,,,,,"91 Mill St, Springfield, MA 01108",Springfield,HAMPDEN,MA,,"3CRF+CP Springfield, Massachusetts",Google Maps,
Tile contractor,,Murphy Denis Tile Marble,(617) 201-7227,,denismurphytileandmarble.com,,,5.0,,,,,,,,,,,,"362 East St #2, Dedham, MA 02026",Dedham,NORFOLK,MA,,"6RXJ+79 Dedham, Massachusetts",Google Maps,
Flooring store,,Contract Flooring,(508) 821-1501,,contractflooringinstallations.com,,2,5.0,,,,,,,,,,,,"65 Ryan Dr # 4, Raynham, MA 02767",Raynham,BRISTOL,MA,,"XWHH+87 Raynham, Massachusetts",Google Maps,
Home builder,,A C Wood Contracting,(413) 499-9905,,acwoodcontracting.com,,65,4.9,,,,,,,,,,https://www.facebook.com/acwoodcontracting/,,"545 S Main St Suite 5, Lanesborough, MA 01237",Lanesboro,BERKSHIRE,MA,,"GQ27+74 Lanesborough, Massachusetts",Google Maps,
General contractor,,Imperial Remodeling Kitchen Bathroom and Plus,(774) 368-5670,,imperialremodelingkb.com,,,5.0,,,,,,,,,https://www.instagram.com/imperialremodelingkb,https://m.facebook.com/profile.php?id=61560169796268&mibextid=LQQJ4d,,"73 Carter St, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G7C2+86 Leominster, Massachusetts",Google Maps,
Contractor,,Nardi Painting & Tile,(781) 228-9911,,nardipainttile.com,,21,5.0,,,,,,,,,,,,"2 Royal Lake Dr, Braintree, MA 02184",Braintree,NORFOLK,MA,,"6X2M+5M Braintree, Massachusetts",Google Maps,
Countertop contractor,,Interior Stone & Tile,(781) 893-6900,,interiorstone.net,,7,4.3,,,,,,,,,https://www.instagram.com/interiorstone_waltham/,,,"187 Lexington St, Waltham, MA 02452",Waltham,MIDDLESEX,MA,,"9QM7+4H Waltham, Massachusetts",Google Maps,
Tile contractor,,Power tile Installation,(774) 712-7022,,powertileinstallation.com,,,5.0,,,,,,,,,https://www.instagram.com/powertile_installation,https://www.facebook.com/powertileinstallation/,,"20 Depot St, Milford, MA 01757",Milford,WORCESTER,MA,,"4FQP+89 Milford, Massachusetts",Google Maps,
Linens store,,Annie Selke Outlet,(413) 629-2314,,annieselke.com,,27,4.4,,,,,,,,,,https://www.facebook.com/pineconehilloutlet/,,"125 Pecks Rd, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FP9V+F4 Pittsfield, Massachusetts",Google Maps,
Roofing supply store,,Leger Siding,(978) 874-2210,,legersiding.com,,7,4.4,,,,,,,,,,https://www.facebook.com/Leger-Siding-216859581767302/,,"3 Mark Newton Rd, Westminster, MA 01473",Westminster,WORCESTER,MA,,"G2FR+RQ Westminster, Massachusetts",Google Maps,
Contractor,,"L'Italien Home Renovation and Design,",(978) 225-0453,,handymanlitalien.com,,37,4.9,,,,,,,,,,https://www.facebook.com/handymanlitalien/,https://www.linkedin.com/in/l-italien-home-renovation-and-design-97a43a196,"1 Wood St, Groveland, MA 01834",Groveland,ESSEX,MA,,"QX8R+G7 Groveland, Massachusetts",Google Maps,
Flooring store,,Westford Custom Floors,(978) 692-4897,,westfordcustomfloors.com,,27,4.4,,,,,,,,,,,,"254 Littleton Rd, Westford, MA 01886",Westford,MIDDLESEX,MA,,"HH57+GV Westford, Massachusetts",Google Maps,
Plumbing supply store,,"Snow & Jones,",(508) 548-3811,,snowandjones.com,,7,4.4,,,,,,,,,,,,"149 Katharine Lee Bates Rd, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,"H93Q+43 Falmouth, Massachusetts",Google Maps,
Tile contractor,,Stone Doctors,(508) 238-4400,,,,,,,,,,,,,,,,,"10 Ginger Way, South Easton, MA 02375",South Easton,BRISTOL,MA,,"2WCJ+H7 South Easton, Easton, MA",Google Maps,
Tile contractor,,Keenan Tile Contractor,,,,,,5.0,,,,,,,,,,,,"1154 Worthington St, Springfield, MA 01109",Springfield,HAMPDEN,MA,,"4C8G+GR Springfield, Massachusetts",Google Maps,
Floor refinishing service,,bma tiles and floor services,(617) 818-8090,,,,2,5.0,,,,,,,,,,https://m.facebook.com/p/Floor-service-100063588091813/,,"15 Jones Ave, Chelsea, MA 02150",Chelsea,SUFFOLK,MA,,"CX49+7R Chelsea, Massachusetts",Google Maps,
Contractor,,Chudy Home,(413) 213-4352,,chudyhome.com,,,,,,,,,,,,,https://www.facebook.com/142843978917358,,"184 Stimson St, Palmer, MA 01069",Palmer,HAMPDEN,MA,,"5MXM+87 Palmer, Massachusetts",Google Maps,
Tile contractor,,HG Home Improvements,(413) 977-3154,,,,,5.0,,,,,,,,,,https://www.facebook.com/hghomeimprovemen/,,"1702 Riverdale St, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"49X9+VH West Springfield, Massachusetts",Google Maps,
Flooring store,,"New Bedford Tile & Carpet,",(508) 998-3695,,newbedfordtilecarpet.com,,5,5.0,,,,,,,,,,https://www.facebook.com/NewBedfordTileAndCarpet/,,"6 McCabe St, South Dartmouth, MA 02748",South Dartmouth,BRISTOL,MA,,"J385+FH South Dartmouth, Dartmouth, MA",Google Maps,
Remodeler,,J.L.S. Remodeling & Renovations,(413) 445-1252,,,,7,3.1,,,,,,,,,,,,"212 Fenn St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CQX2+J9 Pittsfield, Massachusetts",Google Maps,
Home improvement store,,Kelly-Fradet Lumber,(413) 785-1558,,kellyfradet.com,,34,4.8,,,,,,,,,https://www.instagram.com/kellyfradetlumber/,https://www.facebook.com/KellyFradetLumber,,"587 N Main St #83, East Longmeadow, MA 01028",East Longmeadow,HAMPDEN,MA,,"3FJ8+86 East Longmeadow, Massachusetts",Google Maps,
Carpet installer,,New England Carpet and Flooring,(508) 822-7847,,ne-carpet.com,,13,5.0,,,,,,,,,https://www.instagram.com/newenglandcarpet/,https://www.facebook.com/NECFloors,https://www.linkedin.com/in/sean-saganey-099320a,"360 Broadway Rear, Taunton, MA 02780",Taunton,BRISTOL,MA,,"WWH6+C9 Taunton, Massachusetts",Google Maps,
Tile store,,Capstone Marble and Granite,(978) 989-9230,,capstonegranite.com,,13,4.1,,,,,,,,,https://www.instagram.com/capstone_granite/,https://www.facebook.com/CapstoneMarbleGranite/,,"147 Merrimack St, Methuen, MA 01844",Methuen,ESSEX,MA,,"PVM7+3M Methuen, Massachusetts",Google Maps,
Tile contractor,,Accent Tile,(978) 750-8755,,,,4,5.0,,,,,,,,,,https://www.facebook.com/p/Accent-Tile-Inc-100067953180318/,,"Danvers, MA 01923",Danvers,ESSEX,MA,,"H2G6+WH Danvers, Massachusetts",Google Maps,
Flooring contractor,,Vitoria Marble & Tile,(857) 888-1652,,,,2,3.0,,,,,,,,,,https://www.facebook.com/vitoriamarbletile/,,"78 Mill St #7, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"FVRJ+CC Woburn, Massachusetts",Google Maps,
Flooring store,,New England Flooring,(508) 478-2345,,newenglandflooring.org,,21,4.6,,,,,,,,,,https://www.facebook.com/p/New-England-Flooring-100009290438483/,,"203 West St, Milford, MA 01757",Milford,WORCESTER,MA,,,Google Maps,
Tile contractor,,L&H tile,(857) 880-7662,,lhtile.com,,5,5.0,,,,,,,,,https://www.instagram.com/diegopeixotofotografia/,https://m.facebook.com/lhtilecorp,,"98 Swan St, Everett, MA 02149",Everett,MIDDLESEX,MA,,"CW7V+96 Everett, Massachusetts",Google Maps,
Home improvement store,,Bath and,,,,,3,1.7,,,,,,,,,,,,"Inside Liberty Tree Mall, 100 Independence Way, Danvers, MA 01923",Danvers,ESSEX,MA,,"H336+38 Danvers, Massachusetts",Google Maps,
Hardware store,,Hamshaw Lumber-Greenfield,(413) 774-6311,,acehardware.com,,29,4.2,,,,,,,,,,,,"1123 Bernardston Rd, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"JCQJ+W5 Greenfield, Massachusetts",Google Maps,
Carpet installer,,Dougherty Commercial Carpet Tile,(508) 930-6397,,doughertycarpet.com,,10,5.0,,,,,,,,,,,,"21 Goddard St, Webster, MA 01570",Webster,WORCESTER,MA,,"342F+8Q Webster, Massachusetts",Google Maps,
Hardware store,,Mashpee Ace Hardware,(774) 361-0550,,acehardware.com,,114,4.3,,,,,,,,,,,,"681 Falmouth Rd, Mashpee, MA 02649",Mashpee,BARNSTABLE,MA,,"JG65+HC Mashpee, Massachusetts",Google Maps,
Flooring contractor,,Exceptional Tile,(617) 955-1927,,exceptionaltileinc01.com,,50,5.0,,,,,,,,,https://www.instagram.com/exceptionaltileinc,,,"49 Windsor Dr, Holliston, MA 01746",Holliston,MIDDLESEX,MA,,"6HFF+WH Holliston, Massachusetts",Google Maps,
Construction company,,Compass Builders,(978) 821-6345,,mycompassbuilder.com,,6,5.0,,,,,,,,,https://www.instagram.com/compass_builders/,https://www.facebook.com/p/Compass-Builders-100057654331510/,,"228 Sterling Rd, Princeton, MA 01541",Princeton,WORCESTER,MA,,"C5R8+W4 Princeton, Massachusetts",Google Maps,
Building materials supplier,,Architectural Surfaces,(508) 273-8800,,arcsurfaces.com,,15,4.2,,,,,,,,,,https://www.facebook.com/Arcsurfaces/,,"50 Hampden Rd Unit 2, Mansfield, MA 02048",Mansfield,BRISTOL,MA,,"2QC7+55 Mansfield, Massachusetts",Google Maps,
Oriental rug store,,Grillo Oriental Rug Outlet & Care,(781) 843-4200,,grilloorientalrugs.com,,169,4.8,,,,,,,,,,https://www.facebook.com/grillorugs/,,"100 Messina Dr, Braintree, MA 02184",Braintree,NORFOLK,MA,,"5XV8+4Q Braintree, Massachusetts",Google Maps,
Tile contractor,,Di Clementi Jr Mauro M,(413) 739-6330,,,,,5.0,,,,,,,,,,,,"40 Deer Run Rd, West Springfield, MA 01089",West Springfield,HAMPDEN,MA,,"48FR+GR West Springfield, Massachusetts",Google Maps,
Excavating contractor,,Monette Landscaping & Construction,(508) 885-2579,,monettelandscaping.com,,8,5.0,,,,,,,,,,https://m.facebook.com/MonetteLandscapingandConstruction,,"133 Wilson St, Spencer, MA 01562",Spencer,WORCESTER,MA,,"725C+4F Spencer, Massachusetts",Google Maps,
Tile contractor,,Tile Source,(508) 628-0908,,yourtilesource.com,,,5.0,,,,,,,,,,https://www.facebook.com/wix/,,"191 Popes Island, New Bedford, MA 02740",New Bedford,BRISTOL,MA,,"J3RM+7P New Bedford, Massachusetts",Google Maps,
Remodeler,,Yankee Home,(877) 889-2653,,yankeehomeimprovement.com,,758,4.7,,,,,,,,,,https://www.facebook.com/yankeehomeimprovement,,"36 Justin Dr, Chicopee, MA 01022",Chicopee,HAMPDEN,MA,,"5CQR+PC Chicopee, Massachusetts",Google Maps,
Roofing contractor,,JAF Contracting,(413) 329-9042,,,,18,5.0,,,,,,,,,,,,"346 Wahconah St, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ92+8F Pittsfield, Massachusetts",Google Maps,
Construction company,,LC FINISH SERVICES,(978) 809-2267,,,,,,,,,,,,,,,https://www.facebook.com/LCFinishServices/,,"44 Walker St #1, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G6CX+Q3 Leominster, Massachusetts",Google Maps,
General contractor,,Toreti Construction,(857) 237-5115,,remodelprosinmass.com,,46,5.0,,,,,,,,,https://www.instagram.com/toreticonstruction,https://www.facebook.com/toreticonstruction/,,"11 Warren Rd, Saugus, MA 01906",Saugus,ESSEX,MA,,"F236+8Q Saugus, Massachusetts",Google Maps,
Home goods store,,Tile in Style,(617) 916-2792,,tileinstylestore.com,,30,4.6,,,,,,,,,,,,"50 Winchester St, Newton, MA 02461",Newton Highlands,MIDDLESEX,MA,,"8Q9R+7Q Newton, Massachusetts",Google Maps,
Lumber store,,Mid-Cape Home Centers,(508) 548-3154,,midcape.com,,39,4.5,,,,,,,,,https://www.instagram.com/midcapehc,https://www.facebook.com/midcape,,"81 Locust St, Falmouth, MA 02540",Falmouth,BARNSTABLE,MA,,,Google Maps,
Flooring store,,Orazio Tile & Flooring Boutique,(781) 722-7011,,oraziotile.com,,,,,,,,,,,,,,,"742 Main St, Winchester, MA 01890",Winchester,MIDDLESEX,MA,,"FV56+2C Winchester, Massachusetts",Google Maps,
Flooring store,,Glover's Floor Coverings,(978) 283-3940,,gloversfloors.com,,13,5.0,,,,,,,,,,,,"18 Whittemore St, Gloucester, MA 01930",Gloucester,ESSEX,MA,,"J89G+94 Gloucester, Massachusetts",Google Maps,
Countertop store,,New Era Stone Designs,(978) 702-6604,,newerastone.net,,37,5.0,,,,,,,,,,,,"10 Avco Road Unit Left 10 Avco Road Left Unit, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV5R+V5 Haverhill, Massachusetts",Google Maps,
Masonry supply store,,"Martignetti Enterprises,",(978) 388-2500,,martignetti.us,,26,4.7,,,,,,,,,,,,"32 Merrill St, Amesbury, MA 01913",Amesbury,ESSEX,MA,,"R3RV+2J Amesbury, Massachusetts",Google Maps,
Granite supplier,,"Pacific Stone and Tiles,",(508) 731-0900,,,,6,4.8,,,,,,,,,https://www.instagram.com/pacificstoneandtiles/,https://m.facebook.com/pacificstoneandtiles.net/?locale=bs_BA,,"10 Charlesview Rd # 3, Hopedale, MA 01747",Hopedale,WORCESTER,MA,,"4F4X+57 Hopedale, Massachusetts",Google Maps,
Flooring contractor,,PB TILES,(617) 415-6459,,pbtiles.com,,7,5.0,,,,,,,,,https://www.instagram.com/pbtilesusa/,https://www.facebook.com/p/PB-TILES-INC-100083066782031/?locale=mt_MT,,"102 Rochester Rd, Carver, MA 02330",Carver,PLYMOUTH,MA,,,Google Maps,
Bathroom remodeler,,Bath Fitter,(413) 376-5020,,bathfitter.com,,13,3.3,,,,,,,,,https://www.instagram.com/bathfitter/,https://www.facebook.com/OfficialBathFitter/,,"1175 Bernardston Rd, Greenfield, MA 01301",Greenfield,FRANKLIN,MA,,"JCRM+XG Greenfield, Massachusetts",Google Maps,
Carpet store,,Carpet Warehouse,(413) 562-4246,,carpetwarehouseonline.com,,19,4.2,,,,,,,,,,,,"1006 Southampton Rd, Westfield, MA 01085",Westfield,HAMPDEN,MA,,"57FC+GW Westfield, Massachusetts",Google Maps,
General contractor,,Bonsai Builders,(774) 764-8885,,bonsaibuilds.com,,61,4.9,,,,,,,,,https://www.instagram.com/bonsai_builds/,https://www.facebook.com/bonsaibuilds/,,"12 Bond St, Spencer, MA 01562",Spencer,WORCESTER,MA,,"725R+5H Spencer, Massachusetts",Google Maps,
Construction company,,GABBIDON TILE WORKS,(413) 328-9538,,,,,,,,,,,,,,,,,"109 Malden St, Springfield, MA 01108",Springfield,HAMPDEN,MA,,"3CVQ+CC Springfield, Massachusetts",Google Maps,
Tire shop,,Tire Warehouse,(978) 958-3943,,locations.tirewarehouse.net,,348,4.4,,,,,,,,,,https://www.facebook.com/TWC.TiresForLess,,"658 Pearl St, Gardner, MA 01440",Gardner,WORCESTER,MA,,"H2VQ+66 Gardner, Massachusetts",Google Maps,
Contractor,,Rachiele Construction Co,(413) 442-3980,,,,,,,,,,,,,,,,,"117 Velma Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"CPPJ+FQ Pittsfield, Massachusetts",Google Maps,
Home goods store,,Beauregard Hardwood Flooring,(978) 840-3311,,apbflooring.com,,12,4.7,,,,,,,,,,https://www.facebook.com/apbflooring/,,"435 Lancaster St, Leominster, MA 01453",Leominster,WORCESTER,MA,,"G764+XH Leominster, Massachusetts",Google Maps,
Tile store,,Kitchen & Bath Gallery,(508) 695-1770,,kitchenandbathgalleryattleboro.com,,44,4.5,,,,,,,,,https://www.instagram.com/kitchen_bathgallery/,,,"11 Robert F Toner Blvd #9, North Attleborough, MA 02763",Attleboro Falls,BRISTOL,MA,,,Google Maps,
Flooring store,,Labrecque Daniel,(978) 777-9299,,,,,,,,,,,,,,,,,"Gloucester, MA 01930",Gloucester,ESSEX,MA,,,Google Maps,
Tile manufacturer,,Pineda tile service,(978) 601-0737,,,,,,,,,,,,,,,,,"79 Pilling St, Haverhill, MA 01832",Haverhill,ESSEX,MA,,"QWF4+73 Haverhill, Massachusetts",Google Maps,
Home improvement store,,ProSource of Boston,(781) 202-6707,,prosourcewholesale.com,,26,4.1,,,,,,,,,,,,"20 Commerce Way, Woburn, MA 01801",Woburn,MIDDLESEX,MA,,"GV48+RW Woburn, Massachusetts",Google Maps,
Building materials supplier,,Foundation Building Materials,(413) 781-6110,,fbmsales.com,,10,4.4,,,,,,,,,https://www.instagram.com/fbm_north_america/,https://www.facebook.com/mcdonaldshappymealphilippines/,,"10 Allen St, Springfield, MA 01108",Springfield,HAMPDEN,MA,,"3CWP+CJ Springfield, Massachusetts",Google Maps,
Tile contractor,,3T Tile Installation,(774) 498-9260,,,,,,,,,,,,,,,,,"72 Dilla St, Milford, MA 01757",Milford,WORCESTER,MA,,"5F6Q+MW Milford, Massachusetts",Google Maps,
Flooring store,,Bunker Floor Supply,(508) 485-0085,,,,7,3.9,,,,,,,,,,,,"12 Industrial Dr, Sterling, MA 01564",Sterling,WORCESTER,MA,,"F756+C9 Sterling, Massachusetts",Google Maps,
Bathroom remodeler,,DP Group Renovation & Tile,(508) 456-9004,,dpgrouprenovationinc.com,,49,5.0,,,,,,,,,https://www.instagram.com/dp_group_renovation_inc,https://www.facebook.com/profile.php?id=100088824092102,,"25 Colpitts Rd Box 452, Weston, MA 02493",Weston,MIDDLESEX,MA,,"9M8W+87 Weston, Massachusetts",Google Maps,
Flooring store,,Abbey Carpet & Floor - Pembroke,(781) 337-4800,,pembroke.abbeycarpet.com,,37,4.8,,,,,,,,,,,,"100 Corporate Park Dr # 1740, Pembroke, MA 02359",Pembroke,PLYMOUTH,MA,,"36XJ+X5 Pembroke, Massachusetts",Google Maps,
Stone supplier,,TM Natural Stone & Quartz,(978) 881-8473,,tmnaturalstone.com,,58,5.0,,,,,,,,,https://www.instagram.com/tm_stonequartz/,https://www.facebook.com/TMNaturalStoneAndQuartz,,"183 Ferry Rd Unit J, Haverhill, MA 01835",Haverhill,ESSEX,MA,,"QV4P+CV Haverhill, Massachusetts",Google Maps,
Countertop store,,Timeless Stoneworks,(508) 866-8460,,timelessstoneworks.com,,36,4.9,,,,,,,,,,https://www.facebook.com/Timeless-Stoneworks-112680510284019/,,"316 Tremont St, Carver, MA 02330",Carver,PLYMOUTH,MA,,"R6HX+32 Carver, Massachusetts",Google Maps,
Hardware store,,John's Ace Hardware,(413) 442-7846,,acehardware.com,,66,4.5,,,,,,,,,,https://www.facebook.com/events/850-crane-ave-pittsfield-ma-01201-united-states/grand-opening-of-johns-ace-hardware/316010276621312/,,"850 Crane Ave, Pittsfield, MA 01201",Pittsfield,BERKSHIRE,MA,,"FQ9R+7M Pittsfield, Massachusetts",Google Maps,
Painting,,Straight Line Design,(508) 948-5525,,,,7,5.0,,,,,,,,,,https://www.facebook.com/profile.php?id=61552637558500,,"528 Wauwinet Rd, Barre, MA 01005",Barre,WORCESTER,MA,,"CV5F+7Q Barre, Massachusetts",Google Maps,
Flooring contractor,,Bristol Floors,(508) 818-7471,,bristolfloors.com,,68,4.5,,,,,,,,,,https://m.facebook.com/p/Bristol-floors-LLC-100089726052358/,,"143 Carrier Ave, Attleboro, MA 02703",Attleboro,BRISTOL,MA,,"WJ7F+2V Attleboro, Massachusetts",Google Maps,
